feature,weight,std
TCVUSD,0.9743087297622217,0.0011659615641323548
Average_Tariff,0.375304516259232,0.00018845183142723412
HS_Group_Name_Finished Goods,0.18174545320937616,0.00038212121003754684
Trade_Direction_Import,0.15550613801029023,0.00039939339549050206
HS_Group_Name_Raw Input,0.12330391494953619,0.00046202511021000217
State_Closure_EA_Diff,0.072152492760051,0.0004345956041357266
US_company_size,0.06621912673350898,0.00038235838624231636
Container_Type_Dry_True,0.05418908754863407,0.00044496352951378627
HS_Group_Name_Edible with Processing,0.050761946423420044,0.0003171065928595391
Foreign_Country_Region_South Asia,0.04536608623548266,0.00028700561491574225
Foreign_Country_Region_Other East Asia (not China),0.04499431946397527,0.00011071117351833698
US_Port_Coastal_Region_Northeast,0.03258912956180145,0.00028021441313750623
Container_LCL/FCL_LCL,0.03094503242568223,0.00018293790120803044
Foreign_Country_Region_European Union,0.030484976211263136,0.00023658818673901176
US_Port_Coastal_Region_Southeast,0.02889111868215315,0.00013580625600976694
HS_Group_Name_Pharma,0.028335247511604388,0.0001244667686114349
Foreign_Country_Region_Southeast Asia,0.024627782552903942,0.000220959647250187
deaths_weekly,0.02401059041749649,8.111565731776955e-05
cases_weekly,0.023347346156287373,0.00013449727096839472
Foreign_Country_Region_South America,0.023300951945330793,0.00019933190693933157
